"YoDi";"WoDi";"group";"nb";"nbc";"Pnb";"country"
2021;6;"85to89";179;179;194,4841;"Denmark"
2021;7;"85to89";177;177;194,3624;"Denmark"
2021;8;"85to89";175;175;194,018;"Denmark"
2021;9;"85to89";178;178;193,4582;"Denmark"
2021;10;"85to89";148;148;192,6944;"Denmark"
2021;11;"85to89";144;144;191,7412;"Denmark"
2021;12;"85to89";194;194;190,6164;"Denmark"
2021;13;"85to89";168;168;189,3405;"Denmark"
2021;14;"85to89";154;154;187,9363;"Denmark"
2021;15;"85to89";190;190;186,4279;"Denmark"
2021;16;"85to89";168;168;184,8411;"Denmark"
2021;17;"85to89";176;176;183,2017;"Denmark"
2021;18;"85to89";206;206;181,5363;"Denmark"
2021;19;"85to89";186;186;179,8707;"Denmark"
2021;20;"85to89";157;157;178,2302;"Denmark"
2021;21;"85to89";159;159;176,639;"Denmark"
2021;22;"85to89";182;182;175,12;"Denmark"
2021;23;"85to89";186;186;173,6945;"Denmark"
2021;24;"85to89";173;173;172,3819;"Denmark"
2021;25;"85to89";183;183;171,1999;"Denmark"
2021;26;"85to89";225;225;170,1639;"Denmark"
2021;27;"85to89";166;166;169,2875;"Denmark"
2021;28;"85to89";186;186;168,5819;"Denmark"
2021;29;"85to89";193;193;168,0565;"Denmark"
2021;30;"85to89";165;165;167,7181;"Denmark"
2021;31;"85to89";186;186;167,5717;"Denmark"
2021;32;"85to89";183;183;167,6201;"Denmark"
2021;33;"85to89";181;181;167,8639;"Denmark"
2021;34;"85to89";190;190;168,3014;"Denmark"
2021;35;"85to89";181;181;168,9291;"Denmark"
2021;36;"85to89";192;192;169,7409;"Denmark"
2021;37;"85to89";183;183;170,7289;"Denmark"
2021;38;"85to89";180;180;171,8827;"Denmark"
2021;39;"85to89";198;198;173,19;"Denmark"
2021;40;"85to89";167;167;174,636;"Denmark"
2021;41;"85to89";216;216;176,2042;"Denmark"
2021;42;"85to89";214;214;177,8757;"Denmark"
2021;43;"85to89";203;203;179,6298;"Denmark"
2021;44;"85to89";200;200;181,4441;"Denmark"
2021;45;"85to89";221;221;183,2946;"Denmark"
2021;46;"85to89";189;189;185,1562;"Denmark"
2021;47;"85to89";188;188;187,0026;"Denmark"
2021;48;"85to89";213;213;188,8071;"Denmark"
2021;49;"85to89";225;225;190,543;"Denmark"
2021;50;"85to89";227;227;192,184;"Denmark"
2021;51;"85to89";250;250;193,7044;"Denmark"
2021;52;"85to89";224;224;195,0804;"Denmark"
2022;1;"85to89";211;211;196,2898;"Denmark"
2022;2;"85to89";196;196;197,3132;"Denmark"
2022;3;"85to89";212;216,2428;198,1339;"Denmark"
2022;4;"85to89";199;202,7517;198,7389;"Denmark"
2022;5;"85to89";208;213,752;199,1185;"Denmark"
2022;6;"85to89";249;267,9397;199,2675;"Denmark"
2022;7;"85to89";210;217,9916;199,1845;"Denmark"
2022;8;"85to89";232;246,5705;198,8722;"Denmark"
2022;9;"85to89";209;224,4413;198,3376;"Denmark"
2020;1;"90to94";139;139;140,4069;"Denmark"
2020;2;"90to94";154;154;140,9398;"Denmark"
2020;3;"90to94";159;159;141,3876;"Denmark"
2020;4;"90to94";139;139;141,7438;"Denmark"
2020;5;"90to94";139;139;142,0035;"Denmark"
2020;6;"90to94";150;150;142,1633;"Denmark"
2020;7;"90to94";146;146;142,2213;"Denmark"
2020;8;"90to94";145;145;142,1776;"Denmark"
2020;9;"90to94";139;139;142,0338;"Denmark"
2020;10;"90to94";144;144;141,7932;"Denmark"
2020;11;"90to94";126;126;141,4606;"Denmark"
2020;12;"90to94";135;135;141,0423;"Denmark"
2020;13;"90to94";169;169;140,5461;"Denmark"
2020;14;"90to94";138;138;139,9809;"Denmark"
2020;15;"90to94";150;150;139,3565;"Denmark"
2020;16;"90to94";137;137;138,6835;"Denmark"
2020;17;"90to94";159;159;137,9733;"Denmark"
2020;18;"90to94";154;154;137,2375;"Denmark"
2020;19;"90to94";127;127;136,4881;"Denmark"
2020;20;"90to94";118;118;135,7368;"Denmark"
2020;21;"90to94";144;144;134,9955;"Denmark"
2020;22;"90to94";111;111;134,2756;"Denmark"
2020;23;"90to94";126;126;133,5878;"Denmark"
2020;24;"90to94";130;130;132,9426;"Denmark"
2020;25;"90to94";134;134;132,3494;"Denmark"
2020;26;"90to94";116;116;131,817;"Denmark"
2020;27;"90to94";133;133;131,353;"Denmark"
2020;28;"90to94";132;132;130,9645;"Denmark"
2020;29;"90to94";120;120;130,657;"Denmark"
2020;30;"90to94";118;118;130,4354;"Denmark"
2020;31;"90to94";126;126;130,3032;"Denmark"
2020;32;"90to94";117;117;130,2629;"Denmark"
2020;33;"90to94";121;121;130,3159;"Denmark"
2020;34;"90to94";132;132;130,4622;"Denmark"
2020;35;"90to94";138;138;130,701;"Denmark"
2020;36;"90to94";154;154;131,03;"Denmark"
2020;37;"90to94";118;118;131,4461;"Denmark"
2020;38;"90to94";148;148;131,9448;"Denmark"
2020;39;"90to94";111;111;132,5206;"Denmark"
2020;40;"90to94";125;125;133,1671;"Denmark"
2020;41;"90to94";119;119;133,8765;"Denmark"
2020;42;"90to94";110;110;134,6404;"Denmark"
2020;43;"90to94";133;133;135,4493;"Denmark"
2020;44;"90to94";123;123;136,2931;"Denmark"
2020;45;"90to94";129;129;137,1609;"Denmark"
2020;46;"90to94";138;138;138,0413;"Denmark"
2020;47;"90to94";147;147;138,9224;"Denmark"
2020;48;"90to94";128;128;139,7922;"Denmark"
2020;49;"90to94";133;133;140,6386;"Denmark"
2020;50;"90to94";158;158;141,4497;"Denmark"
2020;51;"90to94";180;180;142,2138;"Denmark"
2020;52;"90to94";158;158;142,9199;"Denmark"
2020;53;"90to94";181;181;143,5577;"Denmark"
2021;1;"90to94";160;160;144,1179;"Denmark"
2021;2;"90to94";160;160;144,5922;"Denmark"
2021;3;"90to94";165;165;144,974;"Denmark"
2021;4;"90to94";158;158;145,2578;"Denmark"
2021;5;"90to94";187;187;145,4398;"Denmark"
2021;6;"90to94";166;166;145,518;"Denmark"
2021;7;"90to94";128;128;145,492;"Denmark"
2021;8;"90to94";149;149;145,3631;"Denmark"
2021;9;"90to94";125;125;145,1344;"Denmark"
2021;10;"90to94";147;147;144,8105;"Denmark"
2021;11;"90to94";116;116;144,3978;"Denmark"
2021;12;"90to94";110;110;143,9039;"Denmark"
2021;13;"90to94";107;107;143,3375;"Denmark"
2021;14;"90to94";135;135;142,7087;"Denmark"
2021;15;"90to94";124;124;142,0282;"Denmark"
2021;16;"90to94";135;135;141,3075;"Denmark"
2021;17;"90to94";130;130;140,5585;"Denmark"
2021;18;"90to94";139;139;139,7933;"Denmark"
2021;19;"90to94";132;132;139,024;"Denmark"
2021;20;"90to94";139;139;138,2628;"Denmark"
2021;21;"90to94";127;127;137,5214;"Denmark"
2021;22;"90to94";119;119;136,811;"Denmark"
2021;23;"90to94";127;127;136,1422;"Denmark"
2021;24;"90to94";143;143;135,525;"Denmark"
2021;25;"90to94";124;124;134,9684;"Denmark"
2021;26;"90to94";130;130;134,4805;"Denmark"
2021;27;"90to94";137;137;134,0686;"Denmark"
2021;28;"90to94";137;137;133,7387;"Denmark"
2021;29;"90to94";125;125;133,4958;"Denmark"
2021;30;"90to94";137;137;133,3439;"Denmark"
2021;31;"90to94";147;147;133,2856;"Denmark"
2021;32;"90to94";130;130;133,3225;"Denmark"
2021;33;"90to94";149;149;133,4551;"Denmark"
2021;34;"90to94";126;126;133,6825;"Denmark"
2021;35;"90to94";140;140;134,0028;"Denmark"
2021;36;"90to94";131;131;134,4128;"Denmark"
2021;37;"90to94";134;134;134,9082;"Denmark"
2021;38;"90to94";113;113;135,4837;"Denmark"
2021;39;"90to94";140;140;136,1326;"Denmark"
2021;40;"90to94";125;125;136,8475;"Denmark"
2021;41;"90to94";142;142;137,6198;"Denmark"
2021;42;"90to94";163;163;138,44;"Denmark"
2021;43;"90to94";137;137;139,2977;"Denmark"
2021;44;"90to94";139;139;140,1821;"Denmark"
2021;45;"90to94";163;163;141,0814;"Denmark"
2021;46;"90to94";135;135;141,9838;"Denmark"
2021;47;"90to94";148;148;142,8768;"Denmark"
2021;48;"90to94";147;147;143,748;"Denmark"
2021;49;"90to94";143;143;144,5853;"Denmark"
2021;50;"90to94";156;156;145,3766;"Denmark"
2021;51;"90to94";168;168;146,1106;"Denmark"
2021;52;"90to94";168;168;146,7765;"Denmark"
2022;1;"90to94";193;193;147,3646;"Denmark"
2022;2;"90to94";157;157;147,8664;"Denmark"
2022;3;"90to94";146;147,1467;148,2745;"Denmark"
2022;4;"90to94";143;144,5935;148,5833;"Denmark"
2022;5;"90to94";157;160,3068;148,7885;"Denmark"
2022;6;"90to94";173;180,1866;148,8877;"Denmark"
2022;7;"90to94";171;178,6196;148,8802;"Denmark"
2022;8;"90to94";171;179,1324;148,7671;"Denmark"
2022;9;"90to94";130;138,7505;148,5511;"Denmark"
2020;1;"95P";69;69;68,86066;"Denmark"
2020;2;"95P";86;86;69,32149;"Denmark"
2020;3;"95P";78;78;69,76024;"Denmark"
2020;4;"95P";79;79;70,17085;"Denmark"
2020;5;"95P";68;68;70,54763;"Denmark"
2020;6;"95P";62;62;70,88533;"Denmark"
2020;7;"95P";73;73;71,1793;"Denmark"
2020;8;"95P";68;68;71,42552;"Denmark"
2020;9;"95P";56;56;71,62075;"Denmark"
2020;10;"95P";77;77;71,76258;"Denmark"
2020;11;"95P";64;64;71,84945;"Denmark"
2020;12;"95P";67;67;71,88077;"Denmark"
2020;13;"95P";61;61;71,85683;"Denmark"
2020;14;"95P";68;68;71,77888;"Denmark"
2020;15;"95P";66;66;71,64906;"Denmark"
2020;16;"95P";79;79;71,47036;"Denmark"
2020;17;"95P";65;65;71,24656;"Denmark"
2020;18;"95P";70;70;70,98214;"Denmark"
2020;19;"95P";60;60;70,68219;"Denmark"
2020;20;"95P";55;55;70,35231;"Denmark"
2020;21;"95P";68;68;69,99848;"Denmark"
2020;22;"95P";69;69;69,62699;"Denmark"
2020;23;"95P";58;58;69,24428;"Denmark"
2020;24;"95P";72;72;68,85686;"Denmark"
2020;25;"95P";57;57;68,47119;"Denmark"
2020;26;"95P";69;69;68,09361;"Denmark"
2020;27;"95P";71;71;67,73022;"Denmark"
2020;28;"95P";58;58;67,38683;"Denmark"
2020;29;"95P";87;87;67,06887;"Denmark"
2020;30;"95P";68;68;66,78135;"Denmark"
2020;31;"95P";73;73;66,52881;"Denmark"
2020;32;"95P";58;58;66,31528;"Denmark"
2020;33;"95P";68;68;66,14424;"Denmark"
2020;34;"95P";67;67;66,01861;"Denmark"
2020;35;"95P";60;60;65,94071;"Denmark"
2020;36;"95P";63;63;65,91227;"Denmark"
2020;37;"95P";72;72;65,93442;"Denmark"
2020;38;"95P";66;66;66,00766;"Denmark"
2020;39;"95P";59;59;66,13185;"Denmark"
2020;40;"95P";80;80;66,30628;"Denmark"
2020;41;"95P";62;62;66,52956;"Denmark"
2020;42;"95P";53;53;66,79972;"Denmark"
2020;43;"95P";73;73;67,11418;"Denmark"
2020;44;"95P";46;46;67,46974;"Denmark"
2020;45;"95P";67;67;67,86264;"Denmark"
2020;46;"95P";74;74;68,28857;"Denmark"
2020;47;"95P";89;89;68,74269;"Denmark"
2020;48;"95P";69;69;69,2197;"Denmark"
2020;49;"95P";68;68;69,71387;"Denmark"
2020;50;"95P";81;81;70,21909;"Denmark"
2020;51;"95P";91;91;70,729;"Denmark"
2020;52;"95P";87;87;71,237;"Denmark"
2020;53;"95P";89;89;71,73642;"Denmark"
2021;1;"95P";79;79;72,22054;"Denmark"
2021;2;"95P";87;87;72,68279;"Denmark"
2021;3;"95P";93;93;73,11681;"Denmark"
2021;4;"95P";80;80;73,51658;"Denmark"
2021;5;"95P";89;89;73,87654;"Denmark"
2021;6;"95P";64;64;74,1917;"Denmark"
2021;7;"95P";84;84;74,45776;"Denmark"
2021;8;"95P";66;66;74,67118;"Denmark"
2021;9;"95P";64;64;74,82929;"Denmark"
2021;10;"95P";67;67;74,93029;"Denmark"
2021;11;"95P";47;47;74,97339;"Denmark"
2021;12;"95P";64;64;74,95873;"Denmark"
2021;13;"95P";65;65;74,88742;"Denmark"
2021;14;"95P";70;70;74,76155;"Denmark"
2021;15;"95P";62;62;74,58407;"Denmark"
2021;16;"95P";78;78;74,35878;"Denmark"
2021;17;"95P";71;71;74,09023;"Denmark"
2021;18;"95P";63;63;73,78362;"Denmark"
2021;19;"95P";76;76;73,4447;"Denmark"
2021;20;"95P";74;74;73,07967;"Denmark"
2021;21;"95P";68;68;72,69501;"Denmark"
2021;22;"95P";85;85;72,29743;"Denmark"
2021;23;"95P";82;82;71,89371;"Denmark"
2021;24;"95P";64;64;71,49062;"Denmark"
2021;25;"95P";71;71;71,09479;"Denmark"
2021;26;"95P";70;70;70,71264;"Denmark"
2021;27;"95P";58;58;70,35028;"Denmark"
2021;28;"95P";72;72;70,01346;"Denmark"
2021;29;"95P";53;53;69,70748;"Denmark"
2021;30;"95P";81;81;69,43718;"Denmark"
2021;31;"95P";84;84;69,20685;"Denmark"
2021;32;"95P";81;81;69,02023;"Denmark"
2021;33;"95P";65;65;68,88047;"Denmark"
2021;34;"95P";59;59;68,7901;"Denmark"
2021;35;"95P";72;72;68,75105;"Denmark"
2021;36;"95P";86;86;68,76459;"Denmark"
2021;37;"95P";69;69;68,83138;"Denmark"
2021;38;"95P";73;73;68,95139;"Denmark"
2021;39;"95P";79;79;69,12398;"Denmark"
2021;40;"95P";75;75;69,34784;"Denmark"
2021;41;"95P";75;75;69,62101;"Denmark"
2021;42;"95P";75;75;69,94091;"Denmark"
2021;43;"95P";83;83;70,30433;"Denmark"
2021;44;"95P";86;86;70,70745;"Denmark"
2021;45;"95P";68;68;71,14587;"Denmark"
2021;46;"95P";78;78;71,61464;"Denmark"
2021;47;"95P";84;84;72,10832;"Denmark"
2021;48;"95P";85;85;72,621;"Denmark"
2021;49;"95P";89;89;73,14638;"Denmark"
2021;50;"95P";104;104;73,67786;"Denmark"
2021;51;"95P";101;101;74,2086;"Denmark"
2021;52;"95P";91;91;74,73164;"Denmark"
2022;1;"95P";102;102;75,23999;"Denmark"
2022;2;"95P";90;90;75,72674;"Denmark"
2022;3;"95P";88;90,03387;76,18522;"Denmark"
2022;4;"95P";80;80,79022;76,60907;"Denmark"
2022;5;"95P";92;96,05375;76,9924;"Denmark"
2022;6;"95P";92;96,54793;77,32989;"Denmark"
2022;7;"95P";89;92,99996;77,61692;"Denmark"
2022;8;"95P";101;110,2324;77,84965;"Denmark"
2022;9;"95P";73;77,02567;78,02511;"Denmark"
2020;1;"Total";1187;1187;1114,654;"Denmark"
2020;2;"Total";1210;1210;1117,934;"Denmark"
2020;3;"Total";1129;1129;1120,693;"Denmark"
2020;4;"Total";1101;1101;1122,89;"Denmark"
2020;5;"Total";1150;1150;1124,492;"Denmark"
2020;6;"Total";1142;1142;1125,478;"Denmark"
2020;7;"Total";1116;1116;1125,835;"Denmark"
2020;8;"Total";1097;1097;1125,559;"Denmark"
2020;9;"Total";1082;1082;1124,658;"Denmark"
2020;10;"Total";1116;1116;1123,15;"Denmark"
2020;11;"Total";1147;1147;1121,062;"Denmark"
2020;12;"Total";1208;1208;1118,431;"Denmark"
2020;13;"Total";1186;1186;1115,301;"Denmark"
2020;14;"Total";1228;1228;1111,724;"Denmark"
2020;15;"Total";1217;1217;1107,761;"Denmark"
2020;16;"Total";1157;1157;1103,474;"Denmark"
2020;17;"Total";1153;1153;1098,933;"Denmark"
2020;18;"Total";1104;1104;1094,209;"Denmark"
2020;19;"Total";1086;1086;1089,376;"Denmark"
2020;20;"Total";1013;1013;1084,507;"Denmark"
2020;21;"Total";1035;1035;1079,677;"Denmark"
2020;22;"Total";1025;1025;1074,957;"Denmark"
2020;23;"Total";1021;1021;1070,418;"Denmark"
2020;24;"Total";1059;1059;1066,124;"Denmark"
2020;25;"Total";1004;1004;1062,139;"Denmark"
2020;26;"Total";1044;1044;1058,518;"Denmark"
2020;27;"Total";1065;1065;1055,315;"Denmark"
2020;28;"Total";1014;1014;1052,573;"Denmark"
2020;29;"Total";1088;1088;1050,331;"Denmark"
2020;30;"Total";1009;1009;1048,623;"Denmark"
2020;31;"Total";1049;1049;1047,472;"Denmark"
2020;32;"Total";1012;1012;1046,897;"Denmark"
2020;33;"Total";1056;1056;1046,908;"Denmark"
2020;34;"Total";1059;1059;1047,506;"Denmark"
2020;35;"Total";1014;1014;1048,689;"Denmark"
2020;36;"Total";1084;1084;1050,443;"Denmark"
2020;37;"Total";1056;1056;1052,748;"Denmark"
2020;38;"Total";1131;1131;1055,578;"Denmark"
2020;39;"Total";1032;1032;1058,898;"Denmark"
2020;40;"Total";1058;1058;1062,668;"Denmark"
2020;41;"Total";995;995;1066,84;"Denmark"
2020;42;"Total";1059;1059;1071,362;"Denmark"
2020;43;"Total";1162;1162;1076,173;"Denmark"
2020;44;"Total";1049;1049;1081,212;"Denmark"
2020;45;"Total";1096;1096;1086,41;"Denmark"
2020;46;"Total";1167;1167;1091,697;"Denmark"
2020;47;"Total";1164;1164;1096,999;"Denmark"
2020;48;"Total";1161;1161;1102,242;"Denmark"
2020;49;"Total";1169;1169;1107,352;"Denmark"
2020;50;"Total";1178;1178;1112,255;"Denmark"
2020;51;"Total";1343;1343;1116,88;"Denmark"
2020;52;"Total";1288;1288;1121,159;"Denmark"
2020;53;"Total";1340;1340;1125,028;"Denmark"
2021;1;"Total";1293;1293;1128,43;"Denmark"
2021;2;"Total";1301;1301;1131,314;"Denmark"
2021;3;"Total";1362;1362;1133,637;"Denmark"
2021;4;"Total";1288;1288;1135,365;"Denmark"
2021;5;"Total";1291;1291;1136,475;"Denmark"
2021;6;"Total";1190;1190;1136,949;"Denmark"
2021;7;"Total";1121;1121;1136,785;"Denmark"
2021;8;"Total";1036;1036;1135,988;"Denmark"
2021;9;"Total";1037;1037;1134,574;"Denmark"
2021;10;"Total";1122;1122;1132,568;"Denmark"
2021;11;"Total";1027;1027;1130,007;"Denmark"
2021;12;"Total";1096;1096;1126,933;"Denmark"
2021;13;"Total";1036;1036;1123,398;"Denmark"
2021;14;"Total";1043;1043;1119,461;"Denmark"
2021;15;"Total";1084;1084;1115,186;"Denmark"
2021;16;"Total";1125;1125;1110,641;"Denmark"
2021;17;"Total";1076;1076;1105,898;"Denmark"
2021;18;"Total";1172;1172;1101,031;"Denmark"
2021;19;"Total";1100;1100;1096,115;"Denmark"
2021;20;"Total";1104;1104;1091,225;"Denmark"
2021;21;"Total";1084;1084;1086,433;"Denmark"
2021;22;"Total";1081;1081;1081,811;"Denmark"
2021;23;"Total";1111;1111;1077,425;"Denmark"
2021;24;"Total";1063;1063;1073,34;"Denmark"
2021;25;"Total";1057;1057;1069,614;"Denmark"
2021;26;"Total";1122;1122;1066,299;"Denmark"
2021;27;"Total";1009;1009;1063,443;"Denmark"
2021;28;"Total";1135;1135;1061,086;"Denmark"
2021;29;"Total";1110;1110;1059,261;"Denmark"
2021;30;"Total";1122;1122;1057,997;"Denmark"
2021;31;"Total";1196;1196;1057,31;"Denmark"
2021;32;"Total";1133;1133;1057,214;"Denmark"
2021;33;"Total";1104;1104;1057,712;"Denmark"
2021;34;"Total";1114;1114;1058,801;"Denmark"
2021;35;"Total";1105;1105;1060,469;"Denmark"
2021;36;"Total";1152;1152;1062,699;"Denmark"
2021;37;"Total";1108;1108;1065,464;"Denmark"
2021;38;"Total";1102;1102;1068,73;"Denmark"
2021;39;"Total";1192;1192;1072,459;"Denmark"
2021;40;"Total";1120;1120;1076,603;"Denmark"
2021;41;"Total";1215;1215;1081,11;"Denmark"
2021;42;"Total";1176;1176;1085,921;"Denmark"
2021;43;"Total";1191;1191;1090,974;"Denmark"
2021;44;"Total";1191;1191;1096,199;"Denmark"
2021;45;"Total";1199;1199;1101,527;"Denmark"
2021;46;"Total";1185;1185;1106,885;"Denmark"
2021;47;"Total";1267;1267;1112,196;"Denmark"
2021;48;"Total";1272;1272;1117,386;"Denmark"
2021;49;"Total";1328;1328;1122,381;"Denmark"
2021;50;"Total";1315;1315;1127,107;"Denmark"
2021;51;"Total";1343;1343;1131,496;"Denmark"
2021;52;"Total";1331;1331;1135,482;"Denmark"
2022;1;"Total";1416;1416;1139,007;"Denmark"
2022;2;"Total";1255;1255;1142,017;"Denmark"
2022;3;"Total";1228;1249,762;1144,468;"Denmark"
2022;4;"Total";1215;1241,216;1146,324;"Denmark"
2022;5;"Total";1247;1281,809;1147,558;"Denmark"
2022;6;"Total";1309;1358,329;1148,153;"Denmark"
2022;7;"Total";1291;1344,299;1148,103;"Denmark"
2022;8;"Total";1278;1340,986;1147,413;"Denmark"
2022;9;"Total";1117;1216,838;1146,095;"Denmark"
