,Dato,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,I alt
289,2021-02-20,56.333333333333336,68.33333333333333,84.66666666666667,73.33333333333333,62.666666666666664,63.666666666666664,35.0,18.333333333333332,6.333333333333333,1.3333333333333333,470.0
290,2021-02-21,56.333333333333336,68.33333333333333,84.66666666666667,73.33333333333333,62.666666666666664,63.666666666666664,35.0,18.333333333333332,6.333333333333333,1.3333333333333333,470.0
291,2021-02-22,56.333333333333336,68.33333333333333,84.66666666666667,73.33333333333333,62.666666666666664,63.666666666666664,35.0,18.333333333333332,6.333333333333333,1.3333333333333333,470.0
292,2021-02-23,54.0,89.0,96.0,77.0,73.0,79.0,33.0,19.0,7.0,2.0,529.0
293,2021-02-24,51.0,65.0,103.0,92.0,71.0,73.0,28.0,20.0,16.0,4.0,523.0
294,2021-02-25,74.0,87.0,116.0,81.0,103.0,70.0,35.0,27.0,10.0,0.0,603.0
295,2021-02-26,67.0,82.0,91.0,78.0,83.0,52.0,49.0,17.0,7.0,4.0,530.0
296,2021-02-27,60.0,72.33333333333333,79.66666666666667,81.66666666666667,72.0,60.0,34.333333333333336,22.0,9.666666666666666,1.6666666666666667,493.3333333333333
297,2021-02-28,60.0,72.33333333333333,79.66666666666667,81.66666666666667,72.0,60.0,34.333333333333336,22.0,9.666666666666666,1.6666666666666667,493.3333333333333
298,2021-03-01,60.0,72.33333333333333,79.66666666666667,81.66666666666667,72.0,60.0,34.333333333333336,22.0,9.666666666666666,1.6666666666666667,493.3333333333333
299,2021-03-02,70.0,71.0,72.0,106.0,85.0,61.0,43.0,17.0,7.0,0.0,532.0
300,2021-03-03,64.0,80.0,100.0,99.0,76.0,76.0,42.0,22.0,12.0,3.0,574.0
301,2021-03-04,57.0,97.0,97.0,74.0,62.0,68.0,31.0,18.0,12.0,4.0,520.0
302,2021-03-05,80.0,86.0,112.0,100.0,84.0,71.0,44.0,30.0,6.0,1.0,614.0
303,2021-03-06,66.0,69.66666666666667,72.0,64.66666666666667,64.33333333333333,64.33333333333333,26.333333333333332,10.333333333333334,5.666666666666667,0.6666666666666666,444.0
304,2021-03-07,66.0,69.66666666666667,72.0,64.66666666666667,64.33333333333333,64.33333333333333,26.333333333333332,10.333333333333334,5.666666666666667,0.6666666666666666,444.0
305,2021-03-08,66.0,69.66666666666667,72.0,64.66666666666667,64.33333333333333,64.33333333333333,26.333333333333332,10.333333333333334,5.666666666666667,0.6666666666666666,444.0
306,2021-03-09,77.0,82.0,85.0,76.0,80.0,65.0,42.0,14.0,4.0,2.0,527.0
307,2021-03-10,76.0,274.0,406.0,326.0,329.0,280.0,194.0,91.0,28.0,3.0,2007.0
308,2021-03-11,87.0,137.0,146.0,128.0,124.0,116.0,72.0,41.0,11.0,0.0,862.0
309,2021-03-12,59.0,99.0,120.0,94.0,93.0,80.0,61.0,24.0,16.0,-1.0,645.0
310,2021-03-13,67.66666666666667,99.33333333333333,104.66666666666667,85.0,89.33333333333333,78.0,34.666666666666664,23.666666666666668,6.333333333333333,0.0,588.6666666666666
311,2021-03-14,67.66666666666667,99.33333333333333,104.66666666666667,85.0,89.33333333333333,78.0,34.666666666666664,23.666666666666668,6.333333333333333,0.0,588.6666666666666
312,2021-03-15,67.66666666666667,99.33333333333333,104.66666666666667,85.0,89.33333333333333,78.0,34.666666666666664,23.666666666666668,6.333333333333333,0.0,588.6666666666666
313,2021-03-16,74.0,129.0,153.0,127.0,113.0,90.0,46.0,32.0,7.0,0.0,771.0
314,2021-03-17,85.0,135.0,136.0,117.0,114.0,107.0,55.0,24.0,12.0,2.0,787.0
315,2021-03-18,102.0,156.0,145.0,110.0,103.0,95.0,46.0,24.0,5.0,0.0,786.0
316,2021-03-19,102.0,156.0,153.0,126.0,124.0,108.0,46.0,21.0,6.0,1.0,843.0
317,2021-03-20,71.66666666666667,122.66666666666667,125.0,101.0,103.0,81.33333333333333,41.333333333333336,21.0,5.333333333333333,0.6666666666666666,673.0
318,2021-03-21,71.66666666666667,122.66666666666667,125.0,101.0,103.0,81.33333333333333,41.333333333333336,21.0,5.333333333333333,0.6666666666666666,673.0
319,2021-03-22,71.66666666666667,122.66666666666667,125.0,101.0,103.0,81.33333333333333,41.333333333333336,21.0,5.333333333333333,0.6666666666666666,673.0
320,2021-03-23,69.0,134.0,139.0,111.0,111.0,104.0,56.0,25.0,4.0,1.0,754.0
321,2021-03-24,92.0,151.0,150.0,133.0,134.0,122.0,47.0,25.0,9.0,0.0,863.0
322,2021-03-25,85.0,-350.0,-415.0,-332.0,-310.0,-300.0,-244.0,-145.0,-41.0,2.0,-2050.0
323,2021-03-26,93.0,120.0,144.0,114.0,113.0,107.0,59.0,25.0,12.0,2.0,789.0
324,2021-03-27,78.0,104.33333333333333,130.33333333333334,106.66666666666667,102.33333333333333,89.0,46.666666666666664,22.666666666666668,5.333333333333333,1.0,686.3333333333334
325,2021-03-28,78.0,104.33333333333333,130.33333333333334,106.66666666666667,102.33333333333333,89.0,46.666666666666664,22.666666666666668,5.333333333333333,1.0,686.3333333333334
326,2021-03-29,78.0,104.33333333333333,130.33333333333334,106.66666666666667,102.33333333333333,89.0,46.666666666666664,22.666666666666668,5.333333333333333,1.0,686.3333333333334
327,2021-03-30,107.0,118.0,224.0,193.0,210.0,230.0,85.0,31.0,7.0,5.0,1210.0
328,2021-03-31,68.0,82.0,133.0,115.0,113.0,96.0,51.0,32.0,10.0,1.0,701.0
329,2021-04-01,67.66666666666667,117.66666666666667,132.66666666666666,114.66666666666667,109.0,86.33333333333333,44.666666666666664,24.666666666666668,7.0,0.6666666666666666,705.0
330,2021-04-02,67.66666666666667,117.66666666666667,132.66666666666666,114.66666666666667,109.0,86.33333333333333,44.666666666666664,24.666666666666668,7.0,0.6666666666666666,705.0
331,2021-04-03,67.66666666666667,117.66666666666667,132.66666666666666,114.66666666666667,109.0,86.33333333333333,44.666666666666664,24.666666666666668,7.0,0.6666666666666666,705.0
332,2021-04-04,49.666666666666664,101.33333333333333,91.66666666666667,80.33333333333333,86.33333333333333,74.0,30.0,14.0,4.333333333333333,1.3333333333333333,533.0
333,2021-04-05,49.666666666666664,101.33333333333333,91.66666666666667,80.33333333333333,86.33333333333333,74.0,30.0,14.0,4.333333333333333,1.3333333333333333,533.0
334,2021-04-06,49.666666666666664,101.33333333333333,91.66666666666667,80.33333333333333,86.33333333333333,74.0,30.0,14.0,4.333333333333333,1.3333333333333333,533.0
335,2021-04-07,61.0,124.0,101.0,86.0,100.0,67.0,45.0,24.0,6.0,0.0,614.0
336,2021-04-08,41.0,160.0,138.0,117.0,94.0,82.0,49.0,29.0,6.0,1.0,717.0
337,2021-04-09,50.0,131.0,153.0,102.0,91.0,103.0,44.0,17.0,6.0,1.0,698.0
338,2021-04-10,59.0,116.33333333333333,143.0,93.33333333333333,92.0,85.33333333333333,31.333333333333332,23.333333333333332,8.333333333333334,1.3333333333333333,653.3333333333334
339,2021-04-11,59.0,116.33333333333333,143.0,93.33333333333333,92.0,85.33333333333333,31.333333333333332,23.333333333333332,8.333333333333334,1.3333333333333333,653.3333333333334
340,2021-04-12,59.0,116.33333333333333,143.0,93.33333333333333,92.0,85.33333333333333,31.333333333333332,23.333333333333332,8.333333333333334,1.3333333333333333,653.3333333333334
341,2021-04-13,67.0,93.0,118.0,77.0,77.0,67.0,39.0,22.0,2.0,1.0,563.0
342,2021-04-14,79.0,114.0,148.0,105.0,83.0,76.0,37.0,13.0,4.0,4.0,663.0
343,2021-04-15,88.0,143.0,158.0,117.0,115.0,99.0,53.0,23.0,2.0,0.0,798.0
344,2021-04-16,69.0,126.0,114.0,107.0,115.0,80.0,41.0,23.0,0.0,2.0,677.0
345,2021-04-17,89.66666666666667,161.0,149.33333333333334,120.66666666666667,107.66666666666667,95.66666666666667,38.666666666666664,21.0,4.0,1.3333333333333333,789.0
346,2021-04-18,89.66666666666667,161.0,149.33333333333334,120.66666666666667,107.66666666666667,95.66666666666667,38.666666666666664,21.0,4.0,1.3333333333333333,789.0
347,2021-04-19,89.66666666666667,161.0,149.33333333333334,120.66666666666667,107.66666666666667,95.66666666666667,38.666666666666664,21.0,4.0,1.3333333333333333,789.0
348,2021-04-20,77.0,122.0,114.0,94.0,110.0,102.0,54.0,15.0,3.0,0.0,691.0
349,2021-04-21,88.0,149.0,146.0,128.0,117.0,103.0,53.0,12.0,5.0,2.0,803.0
350,2021-04-22,117.0,155.0,170.0,128.0,128.0,120.0,46.0,23.0,4.0,2.0,893.0
351,2021-04-23,65.0,132.0,135.0,119.0,96.0,88.0,41.0,21.0,5.0,0.0,702.0
352,2021-04-24,64.33333333333333,120.66666666666667,106.33333333333333,86.66666666666667,101.33333333333333,84.33333333333333,37.0,15.0,5.333333333333333,0.0,621.0
353,2021-04-25,64.33333333333333,120.66666666666667,106.33333333333333,86.66666666666667,101.33333333333333,84.33333333333333,37.0,15.0,5.333333333333333,0.0,621.0
354,2021-04-26,64.33333333333333,120.66666666666667,106.33333333333333,86.66666666666667,101.33333333333333,84.33333333333333,37.0,15.0,5.333333333333333,0.0,621.0
355,2021-04-27,57.0,108.0,119.0,89.0,110.0,92.0,38.0,11.0,0.0,0.0,624.0
356,2021-04-28,66.0,158.0,189.0,119.0,121.0,115.0,49.0,12.0,4.0,2.0,835.0
357,2021-04-29,67.0,150.0,183.0,103.0,106.0,86.0,52.0,17.0,5.0,0.0,769.0
358,2021-04-30,71.0,131.25,166.0,121.0,116.75,100.75,52.0,18.75,1.5,0.75,779.75
359,2021-05-01,71.0,131.25,166.0,121.0,116.75,100.75,52.0,18.75,1.5,0.75,779.75
360,2021-05-02,71.0,131.25,166.0,121.0,116.75,100.75,52.0,18.75,1.5,0.75,779.75
361,2021-05-03,71.0,131.25,166.0,121.0,116.75,100.75,52.0,18.75,1.5,0.75,779.75
362,2021-05-04,60.0,142.0,168.0,130.0,133.0,95.0,63.0,16.0,1.0,1.0,809.0
363,2021-05-05,78.0,207.0,214.0,150.0,132.0,126.0,63.0,15.0,3.0,0.0,988.0
364,2021-05-06,70.0,206.0,247.0,146.0,140.0,123.0,57.0,16.0,7.0,0.0,1012.0
365,2021-05-07,56.0,203.0,261.0,155.0,147.0,124.0,55.0,20.0,2.0,0.0,1023.0
366,2021-05-08,66.33333333333333,178.33333333333334,174.0,118.0,122.66666666666667,104.33333333333333,47.333333333333336,14.0,2.6666666666666665,0.0,827.6666666666666
367,2021-05-09,66.33333333333333,178.33333333333334,174.0,118.0,122.66666666666667,104.33333333333333,47.333333333333336,14.0,2.6666666666666665,0.0,827.6666666666666
368,2021-05-10,66.33333333333333,178.33333333333334,174.0,118.0,122.66666666666667,104.33333333333333,47.333333333333336,14.0,2.6666666666666665,0.0,827.6666666666666
369,2021-05-11,100.0,196.0,172.0,137.0,139.0,100.0,60.0,14.0,6.0,1.0,925.0
370,2021-05-12,103.0,315.0,256.0,176.0,151.0,153.0,69.0,19.0,3.0,1.0,1246.0
371,2021-05-13,85.0,269.0,278.0,157.5,154.0,131.5,57.5,17.0,2.0,1.5,1153.0
372,2021-05-14,85.0,269.0,278.0,157.5,154.0,131.5,57.5,17.0,2.0,1.5,1153.0
373,2021-05-15,76.0,205.0,235.66666666666666,137.33333333333334,142.0,103.0,43.666666666666664,11.333333333333334,3.0,1.0,958.0
374,2021-05-16,76.0,205.0,235.66666666666666,137.33333333333334,142.0,103.0,43.666666666666664,11.333333333333334,3.0,1.0,958.0
375,2021-05-17,76.0,205.0,235.66666666666666,137.33333333333334,142.0,103.0,43.666666666666664,11.333333333333334,3.0,1.0,958.0
376,2021-05-18,68.0,249.0,229.0,96.0,124.0,98.0,39.0,12.0,1.0,0.0,916.0
377,2021-05-19,75.66666666666667,258.6666666666667,338.6666666666667,161.33333333333334,176.33333333333334,142.66666666666666,52.666666666666664,10.333333333333334,1.0,0.3333333333333333,1217.6666666666667
378,2021-05-20,75.66666666666667,258.6666666666667,338.6666666666667,161.33333333333334,176.33333333333334,142.66666666666666,52.666666666666664,10.333333333333334,1.0,0.3333333333333333,1217.6666666666667
379,2021-05-21,75.66666666666667,258.6666666666667,338.6666666666667,161.33333333333334,176.33333333333334,142.66666666666666,52.666666666666664,10.333333333333334,1.0,0.3333333333333333,1217.6666666666667
380,2021-05-22,55.25,191.0,216.0,99.75,116.25,97.25,40.25,8.5,0.5,0.0,824.75
381,2021-05-23,55.25,191.0,216.0,99.75,116.25,97.25,40.25,8.5,0.5,0.0,824.75
382,2021-05-24,55.25,191.0,216.0,99.75,116.25,97.25,40.25,8.5,0.5,0.0,824.75
383,2021-05-25,55.25,191.0,216.0,99.75,116.25,97.25,40.25,8.5,0.5,0.0,824.75
384,2021-05-26,66.0,254.0,288.0,126.0,164.0,137.0,32.0,4.0,2.0,0.0,1073.0
385,2021-05-27,67.0,258.0,339.0,124.0,145.0,143.0,36.0,6.0,1.0,0.0,1119.0
386,2021-05-28,58.0,219.0,297.0,125.0,141.0,104.0,44.0,6.0,2.0,1.0,997.0
387,2021-05-29,66.33333333333333,173.66666666666666,267.6666666666667,139.0,140.33333333333334,109.66666666666667,36.0,6.333333333333333,3.6666666666666665,1.0,943.6666666666666
388,2021-05-30,66.33333333333333,173.66666666666666,267.6666666666667,139.0,140.33333333333334,109.66666666666667,36.0,6.333333333333333,3.6666666666666665,1.0,943.6666666666666
389,2021-05-31,66.33333333333333,173.66666666666666,267.6666666666667,139.0,140.33333333333334,109.66666666666667,36.0,6.333333333333333,3.6666666666666665,1.0,943.6666666666666
390,2021-06-01,77.0,198.0,262.0,107.0,134.0,95.0,25.0,6.0,4.0,0.0,908.0
391,2021-06-02,55.0,250.0,273.0,116.0,119.0,105.0,31.0,5.0,0.0,0.0,954.0
392,2021-06-03,84.0,268.0,304.0,135.0,122.0,85.0,26.0,3.0,0.0,1.0,1028.0
393,2021-06-04,65.0,198.0,280.0,131.0,131.0,95.0,22.0,4.0,1.0,0.0,927.0
394,2021-06-05,46.666666666666664,159.33333333333334,176.33333333333334,80.0,84.66666666666667,61.0,16.333333333333332,5.333333333333333,3.6666666666666665,1.3333333333333333,634.6666666666666
395,2021-06-06,46.666666666666664,159.33333333333334,176.33333333333334,80.0,84.66666666666667,61.0,16.333333333333332,5.333333333333333,3.6666666666666665,1.3333333333333333,634.6666666666666
396,2021-06-07,46.666666666666664,159.33333333333334,176.33333333333334,80.0,84.66666666666667,61.0,16.333333333333332,5.333333333333333,3.6666666666666665,1.3333333333333333,634.6666666666666
397,2021-06-08,19.0,106.0,105.0,33.0,53.0,50.0,9.0,1.0,0.0,1.0,377.0
398,2021-06-09,55.0,204.0,275.0,123.0,129.0,86.0,24.0,6.0,1.0,1.0,904.0
399,2021-06-10,27.0,103.0,149.0,68.0,62.0,49.0,11.0,4.0,2.0,0.0,475.0
400,2021-06-11,31.0,72.0,143.0,62.0,55.0,39.0,13.0,1.0,1.0,1.0,418.0
401,2021-06-12,23.666666666666668,62.666666666666664,109.66666666666667,45.666666666666664,48.333333333333336,24.666666666666668,11.666666666666666,3.0,0.3333333333333333,0.0,329.6666666666667
402,2021-06-13,23.666666666666668,62.666666666666664,109.66666666666667,45.666666666666664,48.333333333333336,24.666666666666668,11.666666666666666,3.0,0.3333333333333333,0.0,329.6666666666667
403,2021-06-14,23.666666666666668,62.666666666666664,109.66666666666667,45.666666666666664,48.333333333333336,24.666666666666668,11.666666666666666,3.0,0.3333333333333333,0.0,329.6666666666667
404,2021-06-15,17.0,51.0,55.0,39.0,30.0,18.0,11.0,1.0,0.0,0.0,222.0
405,2021-06-16,25.0,90.0,96.0,53.0,47.0,33.0,7.0,2.0,0.0,0.0,353.0
406,2021-06-17,25.0,66.0,90.0,61.0,52.0,23.0,9.0,4.0,1.0,0.0,331.0
407,2021-06-18,12.0,41.0,65.0,31.0,25.0,19.0,6.0,2.0,1.0,1.0,203.0
408,2021-06-19,13.0,34.333333333333336,61.666666666666664,32.333333333333336,28.666666666666668,16.333333333333332,3.3333333333333335,1.3333333333333333,2.6666666666666665,0.0,193.66666666666666
409,2021-06-20,13.0,34.333333333333336,61.666666666666664,32.333333333333336,28.666666666666668,16.333333333333332,3.3333333333333335,1.3333333333333333,2.6666666666666665,0.0,193.66666666666666
410,2021-06-21,13.0,34.333333333333336,61.666666666666664,32.333333333333336,28.666666666666668,16.333333333333332,3.3333333333333335,1.3333333333333333,2.6666666666666665,0.0,193.66666666666666
411,2021-06-22,9.0,25.0,50.0,24.0,22.0,20.0,2.0,1.0,2.0,0.0,155.0
412,2021-06-23,19.0,21.0,83.0,51.0,27.0,16.0,4.0,2.0,0.0,0.0,223.0
413,2021-06-24,18.0,19.0,61.0,30.0,30.0,11.0,3.0,0.0,0.0,1.0,173.0
414,2021-06-25,7.0,37.0,75.0,56.0,22.0,17.0,6.0,2.0,0.0,0.0,222.0
415,2021-06-26,13.666666666666666,25.333333333333332,61.666666666666664,32.333333333333336,23.666666666666668,11.666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,173.33333333333334
416,2021-06-27,13.666666666666666,25.333333333333332,61.666666666666664,32.333333333333336,23.666666666666668,11.666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,173.33333333333334
417,2021-06-28,13.666666666666666,25.333333333333332,61.666666666666664,32.333333333333336,23.666666666666668,11.666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,173.33333333333334
418,2021-06-29,16.0,38.0,92.0,57.0,23.0,10.0,6.0,1.0,0.0,0.0,243.0
419,2021-06-30,24.0,56.0,138.0,62.0,32.0,25.0,2.0,1.0,0.0,0.0,340.0
420,2021-07-01,11.0,95.0,229.0,81.0,35.0,14.0,6.0,3.0,1.0,0.0,475.0
